sample_a,sample_b,pair_type,similarity
蓝/伤逝__chunk006,蓝/孤独者__chunk005,same,0.883952
蓝/伤逝__chunk006,蓝/孤独者__chunk006,same,0.861318
蓝/伤逝__chunk006,蓝/孤独者__chunk007,same,0.883985
蓝/伤逝__chunk006,蓝/孤独者__chunk008,same,0.821593
蓝/伤逝__chunk006,蓝/幸福的家庭__chunk001,same,0.832965
蓝/伤逝__chunk006,蓝/幸福的家庭__chunk002,same,0.840376
蓝/伤逝__chunk006,蓝/幸福的家庭__chunk003,same,0.756285
蓝/伤逝__chunk006,蓝/故乡__chunk001,same,0.898003
蓝/伤逝__chunk006,蓝/故乡__chunk002,same,0.853097
蓝/伤逝__chunk006,蓝/故乡__chunk003,same,0.848811
蓝/伤逝__chunk006,蓝/明天__chunk001,same,0.860962
蓝/伤逝__chunk006,蓝/明天__chunk002,same,0.851962
蓝/伤逝__chunk006,蓝/狂人日记__chunk001,same,0.888893
蓝/伤逝__chunk006,蓝/狂人日记__chunk002,same,0.852745
蓝/伤逝__chunk006,蓝/狂人日记__chunk003,same,0.803244
蓝/伤逝__chunk006,蓝/社戏__chunk001,same,0.891877
蓝/伤逝__chunk006,蓝/社戏__chunk002,same,0.889011
蓝/伤逝__chunk006,蓝/社戏__chunk003,same,0.867602
蓝/伤逝__chunk006,蓝/社戏__chunk004,same,0.837478
蓝/伤逝__chunk006,蓝/祝福__chunk001,same,0.867887
蓝/伤逝__chunk006,蓝/祝福__chunk002,same,0.901621
蓝/伤逝__chunk006,蓝/祝福__chunk003,same,0.824455
蓝/伤逝__chunk006,蓝/祝福__chunk004,same,0.836028
蓝/伤逝__chunk006,蓝/祝福__chunk005,same,0.817792
蓝/伤逝__chunk006,蓝/祝福__chunk006,same,0.834363
蓝/伤逝__chunk006,蓝/祝福__chunk007,same,0.852064
蓝/伤逝__chunk006,蓝/离婚__chunk001,same,0.817698
蓝/伤逝__chunk006,蓝/离婚__chunk002,same,0.860479
蓝/伤逝__chunk006,蓝/离婚__chunk003,same,0.817278
蓝/伤逝__chunk006,蓝/肥皂__chunk001,same,0.850035
蓝/伤逝__chunk006,蓝/肥皂__chunk002,same,0.820616
蓝/伤逝__chunk006,蓝/肥皂__chunk003,same,0.844257
蓝/伤逝__chunk006,蓝/肥皂__chunk004,same,0.850210
蓝/伤逝__chunk006,蓝/药__chunk001,same,0.829072
蓝/伤逝__chunk006,蓝/药__chunk002,same,0.747982
蓝/伤逝__chunk006,蓝/药__chunk003,same,0.852959
蓝/伤逝__chunk006,蓝/铸剑__chunk001,same,0.824215
蓝/伤逝__chunk006,蓝/铸剑__chunk002,same,0.829823
蓝/伤逝__chunk006,蓝/铸剑__chunk003,same,0.826744
蓝/伤逝__chunk006,蓝/铸剑__chunk004,same,0.818782
蓝/伤逝__chunk006,蓝/铸剑__chunk005,same,0.836312
蓝/伤逝__chunk006,蓝/铸剑__chunk006,same,0.793561
蓝/伤逝__chunk006,蓝/铸剑__chunk007,same,0.810774
蓝/伤逝__chunk006,蓝/阿Q正传__chunk001,same,0.826589
蓝/伤逝__chunk006,蓝/阿Q正传__chunk002,same,0.796234
蓝/伤逝__chunk006,蓝/阿Q正传__chunk003,same,0.751459
蓝/伤逝__chunk006,蓝/阿Q正传__chunk004,same,0.772583
蓝/伤逝__chunk006,蓝/阿Q正传__chunk005,same,0.758565
蓝/伤逝__chunk006,蓝/阿Q正传__chunk006,same,0.804116
蓝/伤逝__chunk006,蓝/阿Q正传__chunk007,same,0.809599
蓝/伤逝__chunk006,蓝/阿Q正传__chunk008,same,0.792905
蓝/伤逝__chunk006,蓝/阿Q正传__chunk009,same,0.784285
蓝/伤逝__chunk006,蓝/阿Q正传__chunk010,same,0.787684
蓝/伤逝__chunk006,蓝/阿Q正传__chunk011,same,0.816563
蓝/伤逝__chunk006,蓝/阿Q正传__chunk012,same,0.817479
蓝/伤逝__chunk006,蓝/阿Q正传__chunk013,same,0.827422
蓝/伤逝__chunk006,蓝/阿Q正传__chunk014,same,0.837918
蓝/伤逝__chunk006,蓝/阿Q正传__chunk015,same,0.811490
蓝/伤逝__chunk006,蓝/阿Q正传__chunk016,same,0.764933
蓝/伤逝__chunk006,蓝/阿Q正传__chunk017,same,0.780390
蓝/伤逝__chunk006,蓝/风波__chunk001,same,0.835265
蓝/伤逝__chunk006,蓝/风波__chunk002,same,0.834856
蓝/伤逝__chunk006,蓝/风波__chunk003,same,0.787340
蓝/伤逝__chunk007,蓝/在酒楼上__chunk001,same,0.892874
蓝/伤逝__chunk007,蓝/在酒楼上__chunk002,same,0.882983
蓝/伤逝__chunk007,蓝/在酒楼上__chunk003,same,0.849641
蓝/伤逝__chunk007,蓝/在酒楼上__chunk004,same,0.817882
蓝/伤逝__chunk007,蓝/奔月__chunk001,same,0.861749
蓝/伤逝__chunk007,蓝/奔月__chunk002,same,0.876233
蓝/伤逝__chunk007,蓝/奔月__chunk003,same,0.829065
蓝/伤逝__chunk007,蓝/奔月__chunk004,same,0.840432
蓝/伤逝__chunk007,蓝/孤独者__chunk001,same,0.839457
蓝/伤逝__chunk007,蓝/孤独者__chunk002,same,0.852542
蓝/伤逝__chunk007,蓝/孤独者__chunk003,same,0.851737
蓝/伤逝__chunk007,蓝/孤独者__chunk004,same,0.884377
蓝/伤逝__chunk007,蓝/孤独者__chunk005,same,0.896039
蓝/伤逝__chunk007,蓝/孤独者__chunk006,same,0.905487
蓝/伤逝__chunk007,蓝/孤独者__chunk007,same,0.866914
蓝/伤逝__chunk007,蓝/孤独者__chunk008,same,0.809330
蓝/伤逝__chunk007,蓝/幸福的家庭__chunk001,same,0.832067
蓝/伤逝__chunk007,蓝/幸福的家庭__chunk002,same,0.824785
蓝/伤逝__chunk007,蓝/幸福的家庭__chunk003,same,0.741664
蓝/伤逝__chunk007,蓝/故乡__chunk001,same,0.881063
蓝/伤逝__chunk007,蓝/故乡__chunk002,same,0.841454
蓝/伤逝__chunk007,蓝/故乡__chunk003,same,0.881904
蓝/伤逝__chunk007,蓝/明天__chunk001,same,0.807126
蓝/伤逝__chunk007,蓝/明天__chunk002,same,0.820100
蓝/伤逝__chunk007,蓝/狂人日记__chunk001,same,0.892159
蓝/伤逝__chunk007,蓝/狂人日记__chunk002,same,0.847940
蓝/伤逝__chunk007,蓝/狂人日记__chunk003,same,0.831829
蓝/伤逝__chunk007,蓝/社戏__chunk001,same,0.887071
蓝/伤逝__chunk007,蓝/社戏__chunk002,same,0.870781
蓝/伤逝__chunk007,蓝/社戏__chunk003,same,0.856508
蓝/伤逝__chunk007,蓝/社戏__chunk004,same,0.841633
蓝/伤逝__chunk007,蓝/祝福__chunk001,same,0.870407
蓝/伤逝__chunk007,蓝/祝福__chunk002,same,0.884251
蓝/伤逝__chunk007,蓝/祝福__chunk003,same,0.779523
蓝/伤逝__chunk007,蓝/祝福__chunk004,same,0.814348
蓝/伤逝__chunk007,蓝/祝福__chunk005,same,0.814276
蓝/伤逝__chunk007,蓝/祝福__chunk006,same,0.798248
蓝/伤逝__chunk007,蓝/祝福__chunk007,same,0.816771
蓝/伤逝__chunk007,蓝/离婚__chunk001,same,0.819954
蓝/伤逝__chunk007,蓝/离婚__chunk002,same,0.864451
蓝/伤逝__chunk007,蓝/离婚__chunk003,same,0.808888
蓝/伤逝__chunk007,蓝/肥皂__chunk001,same,0.835579
蓝/伤逝__chunk007,蓝/肥皂__chunk002,same,0.823616
蓝/伤逝__chunk007,蓝/肥皂__chunk003,same,0.827157
蓝/伤逝__chunk007,蓝/肥皂__chunk004,same,0.839440
蓝/伤逝__chunk007,蓝/药__chunk001,same,0.819173
蓝/伤逝__chunk007,蓝/药__chunk002,same,0.763363
蓝/伤逝__chunk007,蓝/药__chunk003,same,0.821920
蓝/伤逝__chunk007,蓝/铸剑__chunk001,same,0.835198
蓝/伤逝__chunk007,蓝/铸剑__chunk002,same,0.857777
蓝/伤逝__chunk007,蓝/铸剑__chunk003,same,0.807441
蓝/伤逝__chunk007,蓝/铸剑__chunk004,same,0.832331
蓝/伤逝__chunk007,蓝/铸剑__chunk005,same,0.825060
蓝/伤逝__chunk007,蓝/铸剑__chunk006,same,0.792390
蓝/伤逝__chunk007,蓝/铸剑__chunk007,same,0.802579
蓝/伤逝__chunk007,蓝/阿Q正传__chunk001,same,0.812785
蓝/伤逝__chunk007,蓝/阿Q正传__chunk002,same,0.785715
蓝/伤逝__chunk007,蓝/阿Q正传__chunk003,same,0.725726
蓝/伤逝__chunk007,蓝/阿Q正传__chunk004,same,0.761450
蓝/伤逝__chunk007,蓝/阿Q正传__chunk005,same,0.750820
蓝/伤逝__chunk007,蓝/阿Q正传__chunk006,same,0.787029
蓝/伤逝__chunk007,蓝/阿Q正传__chunk007,same,0.788876
蓝/伤逝__chunk007,蓝/阿Q正传__chunk008,same,0.785955
蓝/伤逝__chunk007,蓝/阿Q正传__chunk009,same,0.778702
蓝/伤逝__chunk007,蓝/阿Q正传__chunk010,same,0.769990
蓝/伤逝__chunk007,蓝/阿Q正传__chunk011,same,0.798796
蓝/伤逝__chunk007,蓝/阿Q正传__chunk012,same,0.833936
蓝/伤逝__chunk007,蓝/阿Q正传__chunk013,same,0.811489
蓝/伤逝__chunk007,蓝/阿Q正传__chunk014,same,0.824283
蓝/伤逝__chunk007,蓝/阿Q正传__chunk015,same,0.793115
蓝/伤逝__chunk007,蓝/阿Q正传__chunk016,same,0.781861
蓝/伤逝__chunk007,蓝/阿Q正传__chunk017,same,0.774746
蓝/伤逝__chunk007,蓝/风波__chunk001,same,0.813886
蓝/伤逝__chunk007,蓝/风波__chunk002,same,0.841811
蓝/伤逝__chunk007,蓝/风波__chunk003,same,0.793189
蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,same,0.905905
蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk003,same,0.877382
蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk004,same,0.825046
蓝/在酒楼上__chunk001,蓝/奔月__chunk001,same,0.879150
蓝/在酒楼上__chunk001,蓝/奔月__chunk002,same,0.868925
蓝/在酒楼上__chunk001,蓝/奔月__chunk003,same,0.863832
蓝/在酒楼上__chunk001,蓝/奔月__chunk004,same,0.848133
蓝/在酒楼上__chunk001,蓝/孤独者__chunk001,same,0.890955
蓝/在酒楼上__chunk001,蓝/孤独者__chunk002,same,0.900152
蓝/在酒楼上__chunk001,蓝/孤独者__chunk003,same,0.864575
蓝/在酒楼上__chunk001,蓝/孤独者__chunk004,same,0.876235
蓝/在酒楼上__chunk001,蓝/孤独者__chunk005,same,0.870848
蓝/在酒楼上__chunk001,蓝/孤独者__chunk006,same,0.871257
蓝/在酒楼上__chunk001,蓝/孤独者__chunk007,same,0.896286
蓝/在酒楼上__chunk001,蓝/孤独者__chunk008,same,0.847594
蓝/在酒楼上__chunk001,蓝/幸福的家庭__chunk001,same,0.849299
蓝/在酒楼上__chunk001,蓝/幸福的家庭__chunk002,same,0.864140
蓝/在酒楼上__chunk001,蓝/幸福的家庭__chunk003,same,0.783972
蓝/在酒楼上__chunk001,蓝/故乡__chunk001,same,0.917782
蓝/在酒楼上__chunk001,蓝/故乡__chunk002,same,0.851788
蓝/在酒楼上__chunk001,蓝/故乡__chunk003,same,0.859072
蓝/在酒楼上__chunk001,蓝/明天__chunk001,same,0.839014
蓝/在酒楼上__chunk001,蓝/明天__chunk002,same,0.881528
蓝/在酒楼上__chunk001,蓝/狂人日记__chunk001,same,0.851746
蓝/在酒楼上__chunk001,蓝/狂人日记__chunk002,same,0.856281
蓝/在酒楼上__chunk001,蓝/狂人日记__chunk003,same,0.838870
蓝/在酒楼上__chunk001,蓝/社戏__chunk001,same,0.908910
蓝/在酒楼上__chunk001,蓝/社戏__chunk002,same,0.904741
蓝/在酒楼上__chunk001,蓝/社戏__chunk003,same,0.915312
蓝/在酒楼上__chunk001,蓝/社戏__chunk004,same,0.883796
蓝/在酒楼上__chunk001,蓝/祝福__chunk001,same,0.898642
蓝/在酒楼上__chunk001,蓝/祝福__chunk002,same,0.884278
蓝/在酒楼上__chunk001,蓝/祝福__chunk003,same,0.817287
蓝/在酒楼上__chunk001,蓝/祝福__chunk004,same,0.804282
蓝/在酒楼上__chunk001,蓝/祝福__chunk005,same,0.784870
蓝/在酒楼上__chunk001,蓝/祝福__chunk006,same,0.812860
蓝/在酒楼上__chunk001,蓝/祝福__chunk007,same,0.817008
蓝/在酒楼上__chunk001,蓝/离婚__chunk001,same,0.845476
蓝/在酒楼上__chunk001,蓝/离婚__chunk002,same,0.861307
蓝/在酒楼上__chunk001,蓝/离婚__chunk003,same,0.830532
蓝/在酒楼上__chunk001,蓝/肥皂__chunk001,same,0.867476
蓝/在酒楼上__chunk001,蓝/肥皂__chunk002,same,0.865894
蓝/在酒楼上__chunk001,蓝/肥皂__chunk003,same,0.861682
蓝/在酒楼上__chunk001,蓝/肥皂__chunk004,same,0.843558
蓝/在酒楼上__chunk001,蓝/药__chunk001,same,0.864607
蓝/在酒楼上__chunk001,蓝/药__chunk002,same,0.796882
蓝/在酒楼上__chunk001,蓝/药__chunk003,same,0.872019
蓝/在酒楼上__chunk001,蓝/铸剑__chunk001,same,0.860948
蓝/在酒楼上__chunk001,蓝/铸剑__chunk002,same,0.852053
蓝/在酒楼上__chunk001,蓝/铸剑__chunk003,same,0.852678
蓝/在酒楼上__chunk001,蓝/铸剑__chunk004,same,0.864924
蓝/在酒楼上__chunk001,蓝/铸剑__chunk005,same,0.866034
蓝/在酒楼上__chunk001,蓝/铸剑__chunk006,same,0.843440
蓝/在酒楼上__chunk001,蓝/铸剑__chunk007,same,0.852448
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk001,same,0.858438
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk002,same,0.819653
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk003,same,0.772110
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk004,same,0.829759
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk005,same,0.787174
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk006,same,0.836300
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk007,same,0.853471
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk008,same,0.817668
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk009,same,0.822217
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk010,same,0.818780
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk011,same,0.861760
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk012,same,0.831230
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk013,same,0.852115
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk014,same,0.873234
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk015,same,0.841630
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk016,same,0.804749
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk017,same,0.807585
蓝/在酒楼上__chunk001,蓝/风波__chunk001,same,0.844583
蓝/在酒楼上__chunk001,蓝/风波__chunk002,same,0.856706
蓝/在酒楼上__chunk001,蓝/风波__chunk003,same,0.819880
蓝/在酒楼上__chunk002,蓝/在酒楼上__chunk003,same,0.894843
蓝/在酒楼上__chunk002,蓝/在酒楼上__chunk004,same,0.866895
蓝/在酒楼上__chunk002,蓝/奔月__chunk001,same,0.868360
蓝/在酒楼上__chunk002,蓝/奔月__chunk002,same,0.863627
蓝/在酒楼上__chunk002,蓝/奔月__chunk003,same,0.854052
蓝/在酒楼上__chunk002,蓝/奔月__chunk004,same,0.842526
蓝/在酒楼上__chunk002,蓝/孤独者__chunk001,same,0.859799
蓝/在酒楼上__chunk002,蓝/孤独者__chunk002,same,0.867799
蓝/在酒楼上__chunk002,蓝/孤独者__chunk003,same,0.902538
蓝/在酒楼上__chunk002,蓝/孤独者__chunk004,same,0.895233
蓝/在酒楼上__chunk002,蓝/孤独者__chunk005,same,0.881836
蓝/在酒楼上__chunk002,蓝/孤独者__chunk006,same,0.902714
蓝/在酒楼上__chunk002,蓝/孤独者__chunk007,same,0.894646
蓝/在酒楼上__chunk002,蓝/孤独者__chunk008,same,0.850941
蓝/在酒楼上__chunk002,蓝/幸福的家庭__chunk001,same,0.851721
蓝/在酒楼上__chunk002,蓝/幸福的家庭__chunk002,same,0.842882
蓝/在酒楼上__chunk002,蓝/幸福的家庭__chunk003,same,0.796856
蓝/在酒楼上__chunk002,蓝/故乡__chunk001,same,0.909280
蓝/在酒楼上__chunk002,蓝/故乡__chunk002,same,0.886384
蓝/在酒楼上__chunk002,蓝/故乡__chunk003,same,0.867449
蓝/在酒楼上__chunk002,蓝/明天__chunk001,same,0.831969
蓝/在酒楼上__chunk002,蓝/明天__chunk002,same,0.842550
蓝/在酒楼上__chunk002,蓝/狂人日记__chunk001,same,0.862443
蓝/在酒楼上__chunk002,蓝/狂人日记__chunk002,same,0.863444
蓝/在酒楼上__chunk002,蓝/狂人日记__chunk003,same,0.861001
蓝/在酒楼上__chunk002,蓝/社戏__chunk001,same,0.866673
蓝/在酒楼上__chunk002,蓝/社戏__chunk002,same,0.878859
蓝/在酒楼上__chunk002,蓝/社戏__chunk003,same,0.871369
蓝/在酒楼上__chunk002,蓝/社戏__chunk004,same,0.891484
蓝/在酒楼上__chunk002,蓝/祝福__chunk001,same,0.850384
蓝/在酒楼上__chunk002,蓝/祝福__chunk002,same,0.893179
蓝/在酒楼上__chunk002,蓝/祝福__chunk003,same,0.809613
蓝/在酒楼上__chunk002,蓝/祝福__chunk004,same,0.831085
蓝/在酒楼上__chunk002,蓝/祝福__chunk005,same,0.839987
蓝/在酒楼上__chunk002,蓝/祝福__chunk006,same,0.838994
蓝/在酒楼上__chunk002,蓝/祝福__chunk007,same,0.792876
蓝/在酒楼上__chunk002,蓝/离婚__chunk001,same,0.868056
蓝/在酒楼上__chunk002,蓝/离婚__chunk002,same,0.832872
蓝/在酒楼上__chunk002,蓝/离婚__chunk003,same,0.851880
蓝/在酒楼上__chunk002,蓝/肥皂__chunk001,same,0.864341
蓝/在酒楼上__chunk002,蓝/肥皂__chunk002,same,0.870550
蓝/在酒楼上__chunk002,蓝/肥皂__chunk003,same,0.863368
蓝/在酒楼上__chunk002,蓝/肥皂__chunk004,same,0.844979
蓝/在酒楼上__chunk002,蓝/药__chunk001,same,0.836662
蓝/在酒楼上__chunk002,蓝/药__chunk002,same,0.818300
蓝/在酒楼上__chunk002,蓝/药__chunk003,same,0.831198
蓝/在酒楼上__chunk002,蓝/铸剑__chunk001,same,0.875611
蓝/在酒楼上__chunk002,蓝/铸剑__chunk002,same,0.861700
蓝/在酒楼上__chunk002,蓝/铸剑__chunk003,same,0.839704
蓝/在酒楼上__chunk002,蓝/铸剑__chunk004,same,0.856441
蓝/在酒楼上__chunk002,蓝/铸剑__chunk005,same,0.842121
蓝/在酒楼上__chunk002,蓝/铸剑__chunk006,same,0.790700
蓝/在酒楼上__chunk002,蓝/铸剑__chunk007,same,0.811949
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk001,same,0.814093
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk002,same,0.802039
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk003,same,0.766207
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk004,same,0.808160
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk005,same,0.780263
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk006,same,0.804078
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk007,same,0.821613
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk008,same,0.818553
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk009,same,0.810706
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk010,same,0.794904
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk011,same,0.822658
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk012,same,0.816170
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk013,same,0.848157
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk014,same,0.848760
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk015,same,0.829471
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk016,same,0.824811
蓝/在酒楼上__chunk002,蓝/阿Q正传__chunk017,same,0.794689
蓝/在酒楼上__chunk002,蓝/风波__chunk001,same,0.841594
蓝/在酒楼上__chunk002,蓝/风波__chunk002,same,0.855687
蓝/在酒楼上__chunk002,蓝/风波__chunk003,same,0.836908
蓝/在酒楼上__chunk003,蓝/在酒楼上__chunk004,same,0.884928
蓝/在酒楼上__chunk003,蓝/奔月__chunk001,same,0.814690
蓝/在酒楼上__chunk003,蓝/奔月__chunk002,same,0.829685
蓝/在酒楼上__chunk003,蓝/奔月__chunk003,same,0.800073
蓝/在酒楼上__chunk003,蓝/奔月__chunk004,same,0.773873
蓝/在酒楼上__chunk003,蓝/孤独者__chunk001,same,0.831511
蓝/在酒楼上__chunk003,蓝/孤独者__chunk002,same,0.843776
蓝/在酒楼上__chunk003,蓝/孤独者__chunk003,same,0.846904
蓝/在酒楼上__chunk003,蓝/孤独者__chunk004,same,0.850873
蓝/在酒楼上__chunk003,蓝/孤独者__chunk005,same,0.893219
蓝/在酒楼上__chunk003,蓝/孤独者__chunk006,same,0.864002
蓝/在酒楼上__chunk003,蓝/孤独者__chunk007,same,0.821204
蓝/在酒楼上__chunk003,蓝/孤独者__chunk008,same,0.803332
蓝/在酒楼上__chunk003,蓝/幸福的家庭__chunk001,same,0.785358
蓝/在酒楼上__chunk003,蓝/幸福的家庭__chunk002,same,0.791887
蓝/在酒楼上__chunk003,蓝/幸福的家庭__chunk003,same,0.755138
蓝/在酒楼上__chunk003,蓝/故乡__chunk001,same,0.879405
蓝/在酒楼上__chunk003,蓝/故乡__chunk002,same,0.866482
蓝/在酒楼上__chunk003,蓝/故乡__chunk003,same,0.820847
蓝/在酒楼上__chunk003,蓝/明天__chunk001,same,0.816881
蓝/在酒楼上__chunk003,蓝/明天__chunk002,same,0.825374
蓝/在酒楼上__chunk003,蓝/狂人日记__chunk001,same,0.833206
蓝/在酒楼上__chunk003,蓝/狂人日记__chunk002,same,0.844710
蓝/在酒楼上__chunk003,蓝/狂人日记__chunk003,same,0.825568
蓝/在酒楼上__chunk003,蓝/社戏__chunk001,same,0.846028
蓝/在酒楼上__chunk003,蓝/社戏__chunk002,same,0.867204
蓝/在酒楼上__chunk003,蓝/社戏__chunk003,same,0.826890
蓝/在酒楼上__chunk003,蓝/社戏__chunk004,same,0.818617
蓝/在酒楼上__chunk003,蓝/祝福__chunk001,same,0.826365
蓝/在酒楼上__chunk003,蓝/祝福__chunk002,same,0.874189
蓝/在酒楼上__chunk003,蓝/祝福__chunk003,same,0.840612
蓝/在酒楼上__chunk003,蓝/祝福__chunk004,same,0.836783
蓝/在酒楼上__chunk003,蓝/祝福__chunk005,same,0.849392
蓝/在酒楼上__chunk003,蓝/祝福__chunk006,same,0.835235
蓝/在酒楼上__chunk003,蓝/祝福__chunk007,same,0.798743
蓝/在酒楼上__chunk003,蓝/离婚__chunk001,same,0.815964
蓝/在酒楼上__chunk003,蓝/离婚__chunk002,same,0.792032
蓝/在酒楼上__chunk003,蓝/离婚__chunk003,same,0.833387
蓝/在酒楼上__chunk003,蓝/肥皂__chunk001,same,0.860829
蓝/在酒楼上__chunk003,蓝/肥皂__chunk002,same,0.838681
蓝/在酒楼上__chunk003,蓝/肥皂__chunk003,same,0.823474
蓝/在酒楼上__chunk003,蓝/肥皂__chunk004,same,0.811719
蓝/在酒楼上__chunk003,蓝/药__chunk001,same,0.756528
蓝/在酒楼上__chunk003,蓝/药__chunk002,same,0.745391
蓝/在酒楼上__chunk003,蓝/药__chunk003,same,0.795612
蓝/在酒楼上__chunk003,蓝/铸剑__chunk001,same,0.811067
蓝/在酒楼上__chunk003,蓝/铸剑__chunk002,same,0.795964
蓝/在酒楼上__chunk003,蓝/铸剑__chunk003,same,0.753629
蓝/在酒楼上__chunk003,蓝/铸剑__chunk004,same,0.787790
蓝/在酒楼上__chunk003,蓝/铸剑__chunk005,same,0.772418
蓝/在酒楼上__chunk003,蓝/铸剑__chunk006,same,0.726853
蓝/在酒楼上__chunk003,蓝/铸剑__chunk007,same,0.769892
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk001,same,0.782892
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk002,same,0.772368
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk003,same,0.714147
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk004,same,0.779233
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk005,same,0.736123
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk006,same,0.768501
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk007,same,0.761908
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk008,same,0.770219
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk009,same,0.738272
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk010,same,0.762910
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk011,same,0.787808
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk012,same,0.782470
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk013,same,0.771180
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk014,same,0.797141
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk015,same,0.775433
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk016,same,0.778046
蓝/在酒楼上__chunk003,蓝/阿Q正传__chunk017,same,0.728727
蓝/在酒楼上__chunk003,蓝/风波__chunk001,same,0.775626
蓝/在酒楼上__chunk003,蓝/风波__chunk002,same,0.809060
蓝/在酒楼上__chunk003,蓝/风波__chunk003,same,0.771850
蓝/在酒楼上__chunk004,蓝/奔月__chunk001,same,0.787336
蓝/在酒楼上__chunk004,蓝/奔月__chunk002,same,0.817389
蓝/在酒楼上__chunk004,蓝/奔月__chunk003,same,0.801065
蓝/在酒楼上__chunk004,蓝/奔月__chunk004,same,0.760285
蓝/在酒楼上__chunk004,蓝/孤独者__chunk001,same,0.828645
蓝/在酒楼上__chunk004,蓝/孤独者__chunk002,same,0.816462
蓝/在酒楼上__chunk004,蓝/孤独者__chunk003,same,0.869010
蓝/在酒楼上__chunk004,蓝/孤独者__chunk004,same,0.829408
蓝/在酒楼上__chunk004,蓝/孤独者__chunk005,same,0.869955
蓝/在酒楼上__chunk004,蓝/孤独者__chunk006,same,0.852567
蓝/在酒楼上__chunk004,蓝/孤独者__chunk007,same,0.806466
蓝/在酒楼上__chunk004,蓝/孤独者__chunk008,same,0.841679
蓝/在酒楼上__chunk004,蓝/幸福的家庭__chunk001,same,0.778766
蓝/在酒楼上__chunk004,蓝/幸福的家庭__chunk002,same,0.785423
蓝/在酒楼上__chunk004,蓝/幸福的家庭__chunk003,same,0.793762
蓝/在酒楼上__chunk004,蓝/故乡__chunk001,same,0.830774
蓝/在酒楼上__chunk004,蓝/故乡__chunk002,same,0.862820
蓝/在酒楼上__chunk004,蓝/故乡__chunk003,same,0.834820
蓝/在酒楼上__chunk004,蓝/明天__chunk001,same,0.815731
蓝/在酒楼上__chunk004,蓝/明天__chunk002,same,0.774753
蓝/在酒楼上__chunk004,蓝/狂人日记__chunk001,same,0.800160
蓝/在酒楼上__chunk004,蓝/狂人日记__chunk002,same,0.791829
蓝/在酒楼上__chunk004,蓝/狂人日记__chunk003,same,0.831669
蓝/在酒楼上__chunk004,蓝/社戏__chunk001,same,0.779015
蓝/在酒楼上__chunk004,蓝/社戏__chunk002,same,0.781623
蓝/在酒楼上__chunk004,蓝/社戏__chunk003,same,0.761586
